Images\trainX_0.tif SegmentationClass\trainX_0.png
Images\trainX_914.tif SegmentationClass\trainX_914.png
Images\trainX_915.tif SegmentationClass\trainX_915.png
Images\trainX_916.tif SegmentationClass\trainX_916.png
Images\trainX_917.tif SegmentationClass\trainX_917.png
Images\trainX_918.tif SegmentationClass\trainX_918.png
Images\trainX_919.tif SegmentationClass\trainX_919.png
Images\trainX_92.tif SegmentationClass\trainX_92.png
Images\trainX_920.tif SegmentationClass\trainX_920.png
Images\trainX_921.tif SegmentationClass\trainX_921.png
Images\trainX_922.tif SegmentationClass\trainX_922.png
Images\trainX_923.tif SegmentationClass\trainX_923.png
Images\trainX_924.tif SegmentationClass\trainX_924.png
Images\trainX_925.tif SegmentationClass\trainX_925.png
Images\trainX_926.tif SegmentationClass\trainX_926.png
Images\trainX_927.tif SegmentationClass\trainX_927.png
Images\trainX_928.tif SegmentationClass\trainX_928.png
Images\trainX_929.tif SegmentationClass\trainX_929.png
Images\trainX_93.tif SegmentationClass\trainX_93.png
Images\trainX_930.tif SegmentationClass\trainX_930.png
Images\trainX_931.tif SegmentationClass\trainX_931.png
Images\trainX_932.tif SegmentationClass\trainX_932.png
Images\trainX_933.tif SegmentationClass\trainX_933.png
Images\trainX_934.tif SegmentationClass\trainX_934.png
Images\trainX_935.tif SegmentationClass\trainX_935.png
Images\trainX_936.tif SegmentationClass\trainX_936.png
Images\trainX_937.tif SegmentationClass\trainX_937.png
Images\trainX_938.tif SegmentationClass\trainX_938.png
Images\trainX_939.tif SegmentationClass\trainX_939.png
Images\trainX_94.tif SegmentationClass\trainX_94.png
Images\trainX_940.tif SegmentationClass\trainX_940.png
Images\trainX_941.tif SegmentationClass\trainX_941.png
Images\trainX_942.tif SegmentationClass\trainX_942.png
Images\trainX_943.tif SegmentationClass\trainX_943.png
Images\trainX_944.tif SegmentationClass\trainX_944.png
Images\trainX_945.tif SegmentationClass\trainX_945.png
Images\trainX_946.tif SegmentationClass\trainX_946.png
Images\trainX_947.tif SegmentationClass\trainX_947.png
Images\trainX_948.tif SegmentationClass\trainX_948.png
Images\trainX_949.tif SegmentationClass\trainX_949.png
Images\trainX_95.tif SegmentationClass\trainX_95.png
Images\trainX_950.tif SegmentationClass\trainX_950.png
Images\trainX_951.tif SegmentationClass\trainX_951.png
Images\trainX_952.tif SegmentationClass\trainX_952.png
Images\trainX_953.tif SegmentationClass\trainX_953.png
Images\trainX_954.tif SegmentationClass\trainX_954.png
Images\trainX_955.tif SegmentationClass\trainX_955.png
Images\trainX_956.tif SegmentationClass\trainX_956.png
Images\trainX_957.tif SegmentationClass\trainX_957.png
Images\trainX_958.tif SegmentationClass\trainX_958.png
Images\trainX_959.tif SegmentationClass\trainX_959.png
Images\trainX_96.tif SegmentationClass\trainX_96.png
Images\trainX_960.tif SegmentationClass\trainX_960.png
Images\trainX_961.tif SegmentationClass\trainX_961.png
Images\trainX_962.tif SegmentationClass\trainX_962.png
Images\trainX_963.tif SegmentationClass\trainX_963.png
Images\trainX_964.tif SegmentationClass\trainX_964.png
Images\trainX_965.tif SegmentationClass\trainX_965.png
Images\trainX_966.tif SegmentationClass\trainX_966.png
Images\trainX_967.tif SegmentationClass\trainX_967.png
Images\trainX_968.tif SegmentationClass\trainX_968.png
Images\trainX_969.tif SegmentationClass\trainX_969.png
Images\trainX_97.tif SegmentationClass\trainX_97.png
Images\trainX_970.tif SegmentationClass\trainX_970.png
Images\trainX_971.tif SegmentationClass\trainX_971.png
Images\trainX_972.tif SegmentationClass\trainX_972.png
Images\trainX_973.tif SegmentationClass\trainX_973.png
Images\trainX_974.tif SegmentationClass\trainX_974.png
Images\trainX_975.tif SegmentationClass\trainX_975.png
Images\trainX_976.tif SegmentationClass\trainX_976.png
Images\trainX_977.tif SegmentationClass\trainX_977.png
Images\trainX_978.tif SegmentationClass\trainX_978.png
Images\trainX_979.tif SegmentationClass\trainX_979.png
Images\trainX_98.tif SegmentationClass\trainX_98.png
Images\trainX_980.tif SegmentationClass\trainX_980.png
Images\trainX_981.tif SegmentationClass\trainX_981.png
Images\trainX_982.tif SegmentationClass\trainX_982.png
Images\trainX_983.tif SegmentationClass\trainX_983.png
Images\trainX_984.tif SegmentationClass\trainX_984.png
Images\trainX_985.tif SegmentationClass\trainX_985.png
Images\trainX_986.tif SegmentationClass\trainX_986.png
Images\trainX_987.tif SegmentationClass\trainX_987.png
Images\trainX_988.tif SegmentationClass\trainX_988.png
Images\trainX_989.tif SegmentationClass\trainX_989.png
Images\trainX_99.tif SegmentationClass\trainX_99.png
Images\trainX_990.tif SegmentationClass\trainX_990.png
Images\trainX_991.tif SegmentationClass\trainX_991.png
Images\trainX_992.tif SegmentationClass\trainX_992.png
Images\trainX_993.tif SegmentationClass\trainX_993.png
Images\trainX_994.tif SegmentationClass\trainX_994.png
Images\trainX_995.tif SegmentationClass\trainX_995.png
Images\trainX_996.tif SegmentationClass\trainX_996.png
Images\trainX_997.tif SegmentationClass\trainX_997.png
Images\trainX_998.tif SegmentationClass\trainX_998.png
Images\trainX_999.tif SegmentationClass\trainX_999.png
